4532047476275370|Clemons, Zeus V.|34.14723889|-83.76054906
4485976476654|Scott, Kelsie Q.|33.86935579|-84.93515756
4532768910893|Gordon, Nasim F.|33.33430803|-84.51961869
4556740530437090|Patton, Maya T.|33.86172264|-84.74021705
4640566091624680|Matthews, Ian J.|33.67160924|-84.948713
4929876111556|Harding, Kenyon Q.|33.4197951|-83.85900487
4716901104866|Mathews, Chester K.|34.26515425|-84.61840107
4024007162856600|Buchanan, Scarlet L.|33.59932979|-84.1936101
4716268859268|Guerrero, Baker P.|33.28231075|-85.02040365
4929037008956|Jensen, Jorden K.|33.07473043|-84.15522361
4024007107998410|Marks, Germaine E.|34.21112979|-84.3553951
4716711043361|Forbes, Philip N.|34.25578488|-84.0193912
4556320108381650|Russo, Lillith K.|34.36360492|-84.64919209
4232939858002|Ortiz, Ashton B.|34.11417653|-84.09796852
4916585989091|Russell, Suki P.|33.43717644|-84.1307067
4539407359077|Blackburn, Gage E.|33.81777584|-84.0796368
4539763421875|Mercado, Xena F.|34.04482094|-84.37490664
4929996025379420|Hess, Kirby W.|34.00768103|-84.29761619
4532921799883690|Byers, Paki V.|33.59285844|-84.10099311
4485772456890950|Morin, Deborah X.|33.54303775|-83.68339922
